index,ResponseId,MainBranch,Age,Employment,RemoteWork,Check,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,TechDoc,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,BuildvsBuy,TechEndorse,Country,Currency,CompTotal,LanguageHaveWorkedWith,LanguageWantToWorkWith,LanguageAdmired,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,DatabaseAdmired,PlatformHaveWorkedWith,PlatformWantToWorkWith,PlatformAdmired,WebframeHaveWorkedWith,WebframeWantToWorkWith,WebframeAdmired,EmbeddedHaveWorkedWith,EmbeddedWantToWorkWith,EmbeddedAdmired,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MiscTechAdmired,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,ToolsTechAdmired,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,NEWCollabToolsAdmired,OpSysPersonal use,OpSysProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackAsyncAdmired,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,OfficeStackSyncAdmired,AISearchDevHaveWorkedWith,AISearchDevWantToWorkWith,AISearchDevAdmired,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOHow,SOComm,AISelect,AISent,AIBen,AIAcc,AIComplex,AIToolCurrently Using,AIToolInterested in Using,AIToolNot interested in Using,AINextMuch more integrated,AINextNo change,AINextMore integrated,AINextLess integrated,AINextMuch less integrated,AIThreat,AIEthics,AIChallenges,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Knowledge_8,Knowledge_9,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Frustration,ProfessionalTech,ProfessionalCloud,ProfessionalQuestion,Industry,JobSatPoints_1,JobSatPoints_4,JobSatPoints_5,JobSatPoints_6,JobSatPoints_7,JobSatPoints_8,JobSatPoints_9,JobSatPoints_10,JobSatPoints_11,SurveyLength,SurveyEase,ConvertedCompYearly,JobSat
61458,61459,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Books;Stack Overflow;Coding sessions (live or recorded);Video-based Online Courses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stack Overflow,Daily or almost daily,No,,Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"Yes, definitely",Yes,Favorable,Increase productivity;Speed up learning;Improve accuracy in coding;Make workload more manageable,Somewhat trust,Neither good or bad at handling complex tasks,Writing code,Testing code;Search for answers;Generating content or synthetic data,Learning about a codebase;Project planning;Deployment and monitoring;Predictive analytics,,,Writing code,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;They create more work (more code/PRs to review, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63946,63947,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",In-person,Apples,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,,,,,,,,,,,,,,,,HTML/CSS;JavaScript,HTML/CSS;JavaScript,HTML/CSS;JavaScript,,,,,,,jQuery;Next.js;Nuxt.js;React;Vue.js,jQuery;Next.js;Nuxt.js;React;Vue.js,jQuery;Next.js;Nuxt.js;React;Vue.js,,,,,,,npm,npm,npm,Visual Studio Code,Visual Studio Code,Visual Studio Code,Windows,Windows,Confluence;Jira,Confluence;Jira,Confluence;Jira,Zoom,Zoom,Zoom,ChatGPT,ChatGPT,ChatGPT,Stack Overflow,Daily or almost daily,Yes,,,,"No, but I plan to soon",Favorable,,,,,,,,,,,,Yes,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data,"Don’t trust the output or answers;They create more work (more code/PRs to review, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39721,39722,I am a developer by profession,18-24 years old,"Student, part-time",,Apples,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Friend or family member",Technical documentation;Blogs;Books;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository,4,1,"Developer, full-stack",,,,,,Netherlands,,,Assembly;C;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,Julia;Lua;Rust;Zig,Rust,,,,,,,,,,,,,,,,,,,CLion;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Neovim;Visual Studio Code,IntelliJ IDEA;Neovim,IntelliJ IDEA;Neovim,Arch,,GitHub Discussions;Markdown File;Trello,,,Discord,,,,,,Stack Overflow;Stack Exchange,A few times per week,No,,Quickly finding code solutions,"No, not really",Yes,Favorable,Greater efficiency;Speed up learning,Somewhat trust,"Good, but not great at handling complex tasks",Learning about a codebase;Writing code;Debugging and getting help,Documenting code;Testing code;Search for answers;Generating content or synthetic data,Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics,,,Learning about a codebase;Writing code;Debugging and getting help,,,I'm not sure,Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities,"AI tools lack context of codebase,  internal architecture, and/or company knowledge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
11067,11068,I am a developer by profession,45-54 years old,"Employed, full-time",In-person,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community)",Technical documentation;Books;Written Tutorials;Stack Overflow,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,30,20,"Developer, mobile",2 to 9 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Integrated developer community;Frequent updates to features,Italy,EUR European Euro,50000.0,C;C#;Java;Kotlin;Objective-C;Swift,C#;Dart;Kotlin,C#;Kotlin,SQLite,,,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,,,,,,,.NET Framework (1.0 - 4.8);SwiftUI,.NET (5+) ;Flutter,,Gradle;Homebrew;MSBuild;Visual Studio Solution,Gradle;MSBuild;Visual Studio Solution,Gradle;MSBuild;Visual Studio Solution,Android Studio;Visual Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Android;Windows,Android;iOS;iPadOS;MacOS;Windows,Azure Devops,Azure Devops,Azure Devops,Discord;Microsoft Teams;Skype;Whatsapp;Zoom,,,GitHub Copilot,GitHub Copilot;Google Gemini;Visual Studio Intellicode,GitHub Copilot,Stack Overflow,Daily or almost daily,Yes,A few times per month or weekly,Quickly finding code solutions;Learning new-to-me technology/techniques,"Yes, definitely","No, but I plan to soon",Indifferent,,,,,,,,,,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;They create more work (more code/PRs to review, etc.)",Yes,Individual contributor,25.0,Agree,Neither agree nor disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Patching/updating core components,DevOps function;Automated testing;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Software Development,70.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,Appropriate in length,Easy,53703.0,4.0
10835,10836,I am a developer by profession,25-34 years old,"Not employed, but looking for work",,Apples,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Coding Bootcamp","Technical documentation;Stack Overflow;Interactive tutorial;Online challenges (e.g., daily or weekly coding challenges)",First-party knowledge base;Traditional public search engine,3,1,"Developer, full-stack",,,,,,India,,,Assembly;HTML/CSS;JavaScript;Python;R;SQL,Assembly;Bash/Shell (all shells);C;C++;Python;SQL,Assembly;Python;SQL,PostgreSQL,PostgreSQL,PostgreSQL,,,,Django,Django,Django,,,,,,,Pip,Pip,Pip,Visual Studio Code,Visual Studio Code,Visual Studio Code,Ubuntu;Windows,Ubuntu;Windows,,,,Zoom,Zoom,Zoom,,,,Stack Overflow,A few times per month or weekly,Not sure/can't remember,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,"Yes, definitely","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Neither easy nor difficult,,
63598,63599,I am a developer by profession,18-24 years old,"Employed, full-time;Employed, part-time","Hybrid (some remote, some in-person)",Apples,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63630,63631,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,13,7,"Developer, mobile","10,000 or more employees",I have some influence,Start a free trial;Ask a generative AI tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18183,18184,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,Apples,Professional development or self-paced learning from online courses,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Colleague;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;AI;Certification videos,Traditional public search engine,2,1,Data scientist or machine learning specialist,"1,000 to 4,999 employees",I have some influence,Start a free trial;Ask developers I know/work with;Ask a generative AI tool,Out-of-the-box is ready to go with little need for customization,Quality support system;AI tool integration;Connected to an open source project,India,INR	Indian rupee,,Python;SQL,,,,,,,,,,,,,,,JAX;Keras;mlflow;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow;Torch/PyTorch,Apache Kafka;Apache Spark;CUDA;Ruff,,Make;Pip,Docker,,Android Studio;IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,,,Android;Ubuntu;Windows,ChromeOS;iOS;MacOS,Jira,Azure Devops,,Microsoft Teams;Zoom,Google Chat;Google Meet,,Bing AI;ChatGPT;Google Gemini,Meta AI;Metaphor,,Stack Overflow;Stack Overflow Blog or Podcast,Daily or almost daily,No,,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-everyone technology/techniques,"Yes, definitely",Yes,Favorable,Increase productivity;Greater efficiency;Improve collaboration;Speed up learning;Improve accuracy in coding;Make workload more manageable,Somewhat trust,"Good, but not great at handling complex tasks",Project planning;Writing code;Documenting code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,Learning about a codebase,Debugging and getting help;Testing code;Committing and reviewing code,,,Project planning;Writing code;Documenting code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities,"AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,1.0,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,,30-60 minutes a day,30-60 minutes a day,Number of software tools in use;Complexity of tech stack for build;Maintaining security of code being produced,DevOps function;Automated testing;AI-assisted technology tool(s);Microservices;Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Slack search,Software Development,10.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,Appropriate in length,Easy,,10.0
36371,36372,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);Friend or family member",,,20,11,"Developer, full-stack",100 to 499 employees,I have a great deal of influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Other (please specify):,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Reputation for quality and excellence,United States of America,USD	United States dollar,260000.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server,Microsoft SQL Server,Microsoft SQL Server,Amazon Web Services (AWS);Microsoft Azure,Microsoft Azure,Microsoft Azure,AngularJS;ASP.NET CORE;Vue.js,AngularJS;ASP.NET CORE;Vue.js,AngularJS;ASP.NET CORE;Vue.js,Rasberry Pi,Rasberry Pi,Rasberry Pi,.NET (5+) ;.NET MAUI;Roslyn,.NET (5+) ;.NET MAUI;Roslyn,.NET (5+) ;.NET MAUI;Roslyn,Docker;Kubernetes;MSBuild;npm;NuGet;Pacman;Pip;Visual Studio Solution;Vite;Webpack,Docker;Kubernetes;MSBuild;NuGet;pnpm;Visual Studio Solution;Vite,Docker;Kubernetes;MSBuild;NuGet;Visual Studio Solution;Vite,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android;Other Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows,Azure Devops;Confluence;Jira,Azure Devops;Confluence,Azure Devops;Confluence,Discord;Microsoft Teams;Zoom,Discord;Microsoft Teams;Zoom,Discord;Microsoft Teams;Zoom,Visual Studio Intellicode,Visual Studio Intellicode,Visual Studio Intellicode,Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast,A few times per week,Yes,Less than once per month or monthly,Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, somewhat","No, and I don't plan to",,,,,,,,,,,,,,,,Yes,Individual contributor,11.0,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,1-2 times a week,6-10 times a week,1-2 times a week,15-30 minutes a day,30-60 minutes a day,Complexity of tech stack for deployment;Complexity of tech stack for build;Patching/updating core components,DevOps function;Automated testing;AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,Cloud only (single or multi-cloud),Traditional public search engine,Banking/Financial Services,50.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,Appropriate in length,Neither easy nor difficult,260000.0,9.0
1824,1825,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);How-to videos;Video-based Online Courses,API document(s) and/or SDK document(s);Traditional public search engine,20,9,"Developer, full-stack",10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Customization;Integrated developer community;Reputation for quality and excellence;Connected to an open source project,Germany,EUR European Euro,60000.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,,,MySQL;SQLite,,,Google Cloud;Managed Hosting,,,jQuery;Laravel;Nuxt.js;Vue.js;WordPress,,,,,,,,,Composer;Docker;npm;Vite,,,Visual Studio Code,,,Windows,MacOS,Jira,,,Slack;Telegram;Zoom,,,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Quickly finding code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques,"Yes, definitely","No, but I plan to soon",Indifferent,,,,,,,,,,,,I'm not sure,Biased results that do not represent diverse viewpoints;Energy demand,Don’t trust the output or answers,Yes,Individual contributor,9.0,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Never,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,None of these,Observability tools,Cloud only (single or multi-cloud),Traditional public search engine,Media & Advertising Services,0.0,0.0,0.0,40.0,30.0,30.0,0.0,0.0,0.0,Appropriate in length,Easy,64444.0,8.0
30855,30856,I am learning to code,Under 18 years old,"Not employed, but looking for work;Student, part-time",,Apples,,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);How-to videos,API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine,4,,"Developer, back-end",,,,,,Russian Federation,,,Go;Python;TypeScript,Assembly;C;C++;Rust,,MariaDB;MongoDB;PostgreSQL;SQLite,,,,,,Express;FastAPI;Flask;NestJS;Svelte;Vue.js,,,,,,Ruff,Ruff,Ruff,APT;Docker;Make;npm;Pacman;Pip;Webpack,APT;Docker;Make;Ninja;Nix;Pacman;Pip,APT;Docker;Make;Pacman;Pip,Nano;Neovim;Sublime Text;Vim;Visual Studio Code,Neovim;Visual Studio Code,Neovim;Visual Studio Code,Fedora;Windows;Windows Subsystem for Linux (WSL),Arch;Windows Subsystem for Linux (WSL),,,,Discord;Telegram,Discord;Telegram,Discord;Telegram,,,,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques,"No, not at all","No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,,
60502,60503,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","On the job training;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;How-to videos;Interactive tutorial,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,11,7,"Developer, back-end","1,000 to 4,999 employees",I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,,,,,Java;Kotlin;Python;Ruby;SQL;TypeScript,Kotlin;SQL,Kotlin;SQL,MySQL,Dynamodb;PostgreSQL;Redis;Supabase,,Amazon Web Services (AWS);Digital Ocean;Supabase,Amazon Web Services (AWS);Digital Ocean;Supabase,Amazon Web Services (AWS);Digital Ocean;Supabase,Spring Boot;Vue.js,Svelte;Vue.js,Vue.js,,,,Apache Kafka;Spring Framework,Apache Kafka;Ktor,Apache Kafka,Ansible;Docker;Gradle;Maven (build tool);Vite,Docker;Gradle,Docker;Gradle,IntelliJ IDEA;Sublime Text;Vim,IntelliJ IDEA;Sublime Text;Vim,IntelliJ IDEA;Sublime Text;Vim,Windows Subsystem for Linux (WSL),MacOS,Confluence;Jira;Markdown File;Miro,Markdown File;Miro;Notion,Markdown File;Miro,Discord;Google Meet;Signal;Slack;Zoom,Signal;Slack;Zoom,Signal;Slack;Zoom,,,,,,,,,,"No, and I don't plan to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37856,37857,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Apples,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;On the job training;School (i.e., University, College, etc);Online Courses or Certification;Other (please specify):",,,40,25,"Developer, full-stack",100 to 499 employees,I have little or no influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have advertised on sites I visit,Out-of-the-box is ready to go with little need for customization,APIs;Customization;Quality support system;Reputation for quality and excellence;Frequent updates to features,Switzerland,CHF	Swiss franc,125000.0,C;C#;C++;Go;HTML/CSS;Java;Python;SQL;VBA;Visual Basic (.Net),C;C#;C++;HTML/CSS;Python;SQL,C;C#;C++;HTML/CSS;Python;SQL,Microsoft Access;Microsoft SQL Server;MongoDB;Oracle;SQLite,Microsoft Access;Microsoft SQL Server;MongoDB;Oracle;SQLite,Microsoft Access;Microsoft SQL Server;MongoDB;Oracle;SQLite,Microsoft Azure,Microsoft Azure,Microsoft Azure,AngularJS;ASP.NET CORE;Blazor;jQuery;Node.js;React,AngularJS;ASP.NET CORE;Blazor;jQuery;Node.js;React,AngularJS;ASP.NET CORE;Blazor;jQuery;Node.js;React,,,,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ;Roslyn,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ;Roslyn,.NET (5+) ;.NET Framework (1.0 - 4.8);RabbitMQ;Roslyn,Docker;Maven (build tool);MSBuild;NuGet;Visual Studio Solution,Docker;Maven (build tool);MSBuild;NuGet;Visual Studio Solution,Docker;Maven (build tool);MSBuild;NuGet;Visual Studio Solution,Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Rider;Visual Studio;Visual Studio Code,Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Rider;Visual Studio;Visual Studio Code,Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Rider;Visual Studio;Visual Studio Code,Windows,Windows,Azure Devops;Confluence;Jira,Azure Devops;Confluence;Jira,Azure Devops;Confluence;Jira,Discord;Google Meet;Microsoft Teams;Telegram;Whatsapp;Zoom,Discord;Google Meet;Microsoft Teams;Telegram;Whatsapp;Zoom,Discord;Google Meet;Microsoft Teams;Telegram;Whatsapp;Zoom,Bing AI;ChatGPT;GitHub Copilot;Visual Studio Intellicode,Bing AI;ChatGPT;GitHub Copilot;Visual Studio Intellicode,Bing AI;ChatGPT;GitHub Copilot;Visual Studio Intellicode,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers,"No, not really","No, but I plan to soon",Favorable,,,,,,,,,,,,No,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand,"AI tools lack context of codebase,  internal architecture, and/or company knowledge;Lack of proper training and education on new tools;Not everyone uses them;We don’t have the right policies in place to reduce security risks",Yes,Individual contributor,25.0,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,1-2 times a week,3-5 times a week,3-5 times a week,30-60 minutes a day,15-30 minutes a day,Amount of technical debt;Number of software tools in use;Tracking my work;Showing my contributions;Reliability of tools/systems used in work,AI-assisted technology tool(s);Continuous integration (CI) and (more often) continuous delivery,On-prem,Traditional public search engine,Other:,30.0,0.0,0.0,30.0,15.0,25.0,0.0,0.0,0.0,Appropriate in length,Easy,139271.0,7.0
64101,64102,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Apples,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Colleague;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses,API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine,10,10,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow,Is ready-to-go but also customizable for growth and targeted use cases,APIs;Quality support system;Reputation for quality and excellence;Frequent updates to features;Connected to an open source project,Hungary,GBP	Pound sterling,62700.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Julia;PowerShell;SQL;TypeScript;Visual Basic (.Net),Julia;Python,Julia,Microsoft SQL Server,MongoDB;PostgreSQL;SQLite,,Microsoft Azure,,,Angular;ASP.NET;ASP.NET CORE;jQuery,Angular;Next.js;React;Vue.js,Angular,Rasberry Pi,Arduino;Rasberry Pi,Rasberry Pi,.NET (5+) ;.NET Framework (1.0 - 4.8),.NET (5+) ;GTK;NumPy;Pandas;Qt;React Native;TensorFlow;Torch/PyTorch;Xamarin,.NET (5+) ,Docker;NuGet;Visual Studio Solution,NuGet;Podman,NuGet,Notepad++;Visual Studio;Visual Studio Code,Vim;Visual Studio Code,Visual Studio Code,Fedora,Windows,Jira;Markdown File,Confluence;Markdown File,Markdown File,Microsoft Teams;Signal;Whatsapp,Signal,Signal,ChatGPT,WolframAlpha,,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques,Not sure,Yes,Indifferent,Increase productivity;Greater efficiency;Improve accuracy in coding,Highly distrust,Bad at handling complex tasks,Writing code,Documenting code;Testing code;Predictive analytics;Generating content or synthetic data,Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Search for answers,,Writing code,,,,I'm not sure,Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Energy demand,"Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge",Yes,Individual contributor,10.0,Agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,Disagree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,6-10 times a week,15-30 minutes a day,30-60 minutes a day,Amount of technical debt,DevOps function;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Hybrid (on-prem and cloud),Traditional public search engine,Software Development,20.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,Appropriate in length,Easy,,3.0
